Date,Hospital,State,Daily,Blood_a,Blood_b,Blood_o,Blood_ab,Location_centre,Location_mobile,Type_wholeblood,Type_apheresis_platelet,Type_apheresis_plasma,Type_other,Social_civilian,Social_student,Social_policearmy,Donations_new,Donations_regular,Donations_irregular
18/9/2020,Hospital Sultanah Nora Ismail,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/9/2020,Hospital Sultanah Aminah,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/9/2020,Hospital Sultanah Bahiyah,Kedah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/9/2020,Hospital Melaka,Melaka,6,1,0,5,0,6,0,6,0,0,0,6,0,0,0,6,0
18/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,22,4,10,8,0,22,0,22,0,0,0,19,3,0,2,16,4
18/9/2020,Hospital Tengku Ampuan Afzan,Pahang,13,2,2,6,3,13,0,13,0,0,0,10,3,0,2,11,0
18/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,39,10,12,14,3,8,31,38,1,0,0,19,20,0,25,6,8
18/9/2020,Hospital Seberang Jaya,Pulau Pinang,12,1,6,5,0,12,0,12,0,0,0,11,1,0,0,9,3
18/9/2020,Hospital Pulau Pinang,Pulau Pinang,31,11,8,12,0,31,0,29,2,0,0,29,2,0,5,23,3
18/9/2020,Hospital Raja Permaisuri Bainun,Perak,14,2,3,8,1,14,0,11,3,0,0,14,0,0,1,11,2
18/9/2020,Hospital Taiping,Perak,12,3,3,6,0,12,0,12,0,0,0,9,3,0,1,11,0
18/9/2020,Hospital Seri Manjung,Perak,3,0,1,2,0,3,0,3,0,0,0,3,0,0,0,3,0
18/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,35,4,8,18,5,12,23,34,1,0,0,31,4,0,6,23,6
18/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,51,11,14,25,1,0,51,51,0,0,0,42,9,0,17,22,12
18/9/2020,Hospital Queen Elizabeth II,Sabah,60,12,17,27,4,6,54,60,0,0,0,52,6,2,15,38,7
18/9/2020,Hospital Duchess Of Kent,Sabah,30,8,5,15,2,4,26,30,0,0,0,28,2,0,5,24,1
18/9/2020,Hospital Tawau,Sabah,2,1,1,0,0,2,0,2,0,0,0,2,0,0,0,1,1
18/9/2020,Hospital Umum Sarawak,Sarawak,24,5,8,9,2,24,0,24,0,0,0,23,0,1,0,20,4
18/9/2020,Hospital Miri,Sarawak,12,1,3,6,2,12,0,12,0,0,0,10,2,0,2,10,0
18/9/2020,Hospital Sibu,Sarawak,18,1,8,7,2,18,0,18,0,0,0,13,5,0,1,15,2
18/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),313,79,70,136,28,101,212,298,12,2,1,261,44,8,55,196,62
19/9/2020,Hospital Sultanah Nora Ismail,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/9/2020,Hospital Sultanah Aminah,Johor,61,12,12,35,2,0,61,61,0,0,0,52,9,0,20,30,11
19/9/2020,Hospital Sultanah Bahiyah,Kedah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,22,5,4,12,1,0,22,22,0,0,0,16,5,1,5,12,5
19/9/2020,Hospital Melaka,Melaka,210,47,56,91,16,10,200,210,0,0,0,186,20,4,33,144,33
19/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/9/2020,Hospital Tengku Ampuan Afzan,Pahang,35,12,8,14,1,0,35,35,0,0,0,34,1,0,20,11,4
19/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/9/2020,Hospital Seberang Jaya,Pulau Pinang,36,10,11,13,2,0,36,36,0,0,0,33,3,0,10,21,5
19/9/2020,Hospital Pulau Pinang,Pulau Pinang,116,22,29,52,13,0,116,116,0,0,0,105,10,1,28,69,19
19/9/2020,Hospital Raja Permaisuri Bainun,Perak,121,37,32,45,7,0,121,121,0,0,0,109,11,1,22,83,16
19/9/2020,Hospital Taiping,Perak,96,23,21,44,8,0,96,96,0,0,0,90,6,0,27,51,18
19/9/2020,Hospital Seri Manjung,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,115,25,28,54,8,0,115,115,0,0,0,107,8,0,21,74,20
19/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,37,8,9,19,1,0,37,37,0,0,0,32,5,0,16,11,10
19/9/2020,Hospital Queen Elizabeth II,Sabah,32,5,9,17,1,8,24,32,0,0,0,32,0,0,2,25,5
19/9/2020,Hospital Duchess Of Kent,Sabah,59,12,14,31,2,0,59,59,0,0,0,59,0,0,33,25,1
19/9/2020,Hospital Tawau,Sabah,16,4,2,8,2,0,16,16,0,0,0,15,1,0,3,11,2
19/9/2020,Hospital Umum Sarawak,Sarawak,170,32,60,69,9,0,170,170,0,0,0,154,13,3,11,149,10
19/9/2020,Hospital Miri,Sarawak,57,11,15,30,1,0,57,57,0,0,0,51,5,1,11,41,5
19/9/2020,Hospital Sibu,Sarawak,18,4,7,7,0,0,18,18,0,0,0,13,5,0,11,5,2
19/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),593,164,162,231,36,159,434,569,20,4,0,527,61,5,111,364,118
20/9/2020,Hospital Sultanah Nora Ismail,Johor,96,27,23,44,2,19,77,93,0,0,3,92,3,1,9,74,13
20/9/2020,Hospital Sultanah Aminah,Johor,236,45,63,111,17,60,176,236,0,0,0,223,10,3,53,140,43
20/9/2020,Hospital Sultanah Bahiyah,Kedah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,32,5,9,16,2,15,17,31,1,0,0,23,9,0,7,19,6
20/9/2020,Hospital Melaka,Melaka,102,22,31,39,10,0,102,102,0,0,0,95,4,3,28,37,37
20/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,94,20,30,38,6,0,94,94,0,0,0,87,7,0,16,67,11
20/9/2020,Hospital Tengku Ampuan Afzan,Pahang,85,24,26,31,4,0,85,85,0,0,0,68,13,4,12,62,11
20/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/9/2020,Hospital Seberang Jaya,Pulau Pinang,88,23,16,43,6,0,88,88,0,0,0,82,6,0,19,59,10
20/9/2020,Hospital Pulau Pinang,Pulau Pinang,96,21,23,45,7,0,96,96,0,0,0,90,3,3,25,58,13
20/9/2020,Hospital Raja Permaisuri Bainun,Perak,122,30,29,53,10,0,122,122,0,0,0,117,4,1,8,102,12
20/9/2020,Hospital Taiping,Perak,45,13,16,13,3,0,45,45,0,0,0,38,5,2,1,37,7
20/9/2020,Hospital Seri Manjung,Perak,55,14,14,23,4,0,55,55,0,0,0,46,8,1,11,36,8
20/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,220,55,49,104,12,0,220,220,0,0,0,208,12,0,46,129,45
20/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,16,3,4,7,2,16,0,16,0,0,0,14,2,0,1,15,0
20/9/2020,Hospital Queen Elizabeth II,Sabah,53,9,12,31,1,0,53,53,0,0,0,52,1,0,14,21,18
20/9/2020,Hospital Duchess Of Kent,Sabah,48,11,14,23,0,0,48,48,0,0,0,48,0,0,15,32,1
20/9/2020,Hospital Tawau,Sabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/9/2020,Hospital Umum Sarawak,Sarawak,157,47,44,54,12,0,157,157,0,0,0,154,2,1,12,137,8
20/9/2020,Hospital Miri,Sarawak,62,24,17,19,2,0,62,62,0,0,0,60,2,0,12,47,3
20/9/2020,Hospital Sibu,Sarawak,45,17,12,14,2,0,45,45,0,0,0,37,8,0,7,34,4
20/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),785,176,193,372,44,158,627,785,0,0,0,706,76,3,129,515,141
21/9/2020,Hospital Sultanah Nora Ismail,Johor,7,1,4,2,0,7,0,7,0,0,0,7,0,0,2,5,0
21/9/2020,Hospital Sultanah Aminah,Johor,69,12,17,37,3,32,37,69,0,0,0,58,10,1,20,42,7
21/9/2020,Hospital Sultanah Bahiyah,Kedah,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
21/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,19,3,6,9,1,6,13,19,0,0,0,14,5,0,4,11,4
21/9/2020,Hospital Melaka,Melaka,21,2,10,8,1,21,0,21,0,0,0,18,2,1,1,18,2
21/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,19,5,5,8,1,19,0,19,0,0,0,17,2,0,1,18,0
21/9/2020,Hospital Tengku Ampuan Afzan,Pahang,16,4,3,7,2,16,0,14,2,0,0,14,1,1,1,15,0
21/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,8,2,1,4,1,8,0,8,0,0,0,8,0,0,0,8,0
21/9/2020,Hospital Seberang Jaya,Pulau Pinang,13,3,5,4,1,13,0,13,0,0,0,13,0,0,0,11,2
21/9/2020,Hospital Pulau Pinang,Pulau Pinang,40,8,14,13,5,40,0,38,2,0,0,38,1,1,1,37,2
21/9/2020,Hospital Raja Permaisuri Bainun,Perak,35,7,6,18,4,15,20,33,2,0,0,26,8,1,8,25,2
21/9/2020,Hospital Taiping,Perak,9,0,3,4,2,9,0,9,0,0,0,7,2,0,1,8,0
21/9/2020,Hospital Seri Manjung,Perak,5,1,1,3,0,5,0,5,0,0,0,5,0,0,1,3,1
21/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,35,11,9,14,1,14,21,35,0,0,0,31,3,1,3,24,8
21/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,34,11,10,11,2,11,23,34,0,0,0,29,5,0,4,23,7
21/9/2020,Hospital Queen Elizabeth II,Sabah,46,11,8,25,2,10,36,46,0,0,0,44,1,1,5,32,9
21/9/2020,Hospital Duchess Of Kent,Sabah,3,1,1,1,0,3,0,3,0,0,0,3,0,0,0,3,0
21/9/2020,Hospital Tawau,Sabah,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
21/9/2020,Hospital Umum Sarawak,Sarawak,14,2,3,5,4,14,0,14,0,0,0,13,0,1,0,13,1
21/9/2020,Hospital Miri,Sarawak,6,1,0,4,1,6,0,6,0,0,0,6,0,0,0,6,0
21/9/2020,Hospital Sibu,Sarawak,12,3,3,4,2,12,0,11,1,0,0,12,0,0,2,10,0
21/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),284,68,86,111,19,119,165,270,10,3,1,263,18,3,43,182,59
22/9/2020,Hospital Sultanah Nora Ismail,Johor,8,3,3,0,2,8,0,8,0,0,0,6,2,0,0,6,2
22/9/2020,Hospital Sultanah Aminah,Johor,85,20,25,36,4,20,65,85,0,0,0,79,4,2,44,29,12
22/9/2020,Hospital Sultanah Bahiyah,Kedah,2,0,1,1,0,2,0,0,0,0,2,2,0,0,2,0,0
22/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,25,2,8,15,0,10,15,24,1,0,0,25,0,0,5,14,6
22/9/2020,Hospital Melaka,Melaka,74,13,21,38,2,14,60,74,0,0,0,49,1,24,26,25,23
22/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,27,7,4,13,3,27,0,27,0,0,0,20,7,0,2,24,1
22/9/2020,Hospital Tengku Ampuan Afzan,Pahang,54,11,11,28,4,10,44,53,1,0,0,47,6,1,12,36,6
22/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,3,1,1,0,1,3,0,3,0,0,0,3,0,0,0,3,0
22/9/2020,Hospital Seberang Jaya,Pulau Pinang,26,8,7,10,1,21,5,26,0,0,0,26,0,0,2,20,4
22/9/2020,Hospital Pulau Pinang,Pulau Pinang,70,15,18,32,5,30,40,68,2,0,0,65,5,0,7,53,10
22/9/2020,Hospital Raja Permaisuri Bainun,Perak,43,11,6,19,7,8,35,41,2,0,0,36,7,0,18,20,5
22/9/2020,Hospital Taiping,Perak,55,9,23,20,3,10,45,55,0,0,0,51,4,0,17,26,12
22/9/2020,Hospital Seri Manjung,Perak,21,4,4,11,2,1,20,21,0,0,0,21,0,0,5,9,7
22/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,49,13,15,20,1,10,39,49,0,0,0,47,2,0,5,34,10
22/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,12,2,3,7,0,12,0,12,0,0,0,11,1,0,2,9,1
22/9/2020,Hospital Queen Elizabeth II,Sabah,38,4,5,28,1,3,35,38,0,0,0,34,4,0,8,26,4
22/9/2020,Hospital Duchess Of Kent,Sabah,15,5,2,6,2,5,10,15,0,0,0,13,1,1,7,7,1
22/9/2020,Hospital Tawau,Sabah,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
22/9/2020,Hospital Umum Sarawak,Sarawak,69,15,18,30,6,24,45,69,0,0,0,57,12,0,29,30,10
22/9/2020,Hospital Miri,Sarawak,10,2,4,3,1,10,0,10,0,0,0,9,1,0,3,6,1
22/9/2020,Hospital Sibu,Sarawak,12,0,3,5,4,12,0,12,0,0,0,11,1,0,1,11,0
22/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),378,112,90,149,26,88,290,362,15,1,0,359,15,4,64,225,89
23/9/2020,Hospital Sultanah Nora Ismail,Johor,8,3,3,2,0,8,0,7,1,0,0,6,2,0,0,7,1
23/9/2020,Hospital Sultanah Aminah,Johor,138,38,40,51,9,36,102,138,0,0,0,132,6,0,30,83,25
23/9/2020,Hospital Sultanah Bahiyah,Kedah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,28,3,8,16,1,11,17,27,1,0,0,23,5,0,4,20,4
23/9/2020,Hospital Melaka,Melaka,88,13,31,41,3,12,76,88,0,0,0,79,8,1,19,56,13
23/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,62,11,16,29,6,36,26,62,0,0,0,59,3,0,8,48,6
23/9/2020,Hospital Tengku Ampuan Afzan,Pahang,35,9,11,9,6,9,26,35,0,0,0,34,1,0,18,9,8
23/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,27,9,4,14,0,7,20,27,0,0,0,25,2,0,6,19,2
23/9/2020,Hospital Seberang Jaya,Pulau Pinang,35,13,2,17,3,10,25,35,0,0,0,35,0,0,6,23,6
23/9/2020,Hospital Pulau Pinang,Pulau Pinang,82,20,23,36,3,34,48,80,2,0,0,31,3,48,43,26,13
23/9/2020,Hospital Raja Permaisuri Bainun,Perak,43,12,15,13,3,11,32,40,3,0,0,34,6,3,5,32,6
23/9/2020,Hospital Taiping,Perak,6,1,2,3,0,6,0,6,0,0,0,4,2,0,0,5,1
23/9/2020,Hospital Seri Manjung,Perak,2,1,0,1,0,2,0,2,0,0,0,1,0,1,1,1,0
23/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,58,11,12,31,4,10,48,57,1,0,0,56,1,1,7,44,7
23/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,33,9,7,14,3,14,19,33,0,0,0,29,4,0,9,18,6
23/9/2020,Hospital Queen Elizabeth II,Sabah,98,23,38,30,7,3,95,98,0,0,0,41,1,56,29,51,18
23/9/2020,Hospital Duchess Of Kent,Sabah,15,3,3,8,1,1,14,15,0,0,0,13,1,1,2,12,1
23/9/2020,Hospital Tawau,Sabah,3,1,1,1,0,3,0,3,0,0,0,3,0,0,0,3,0
23/9/2020,Hospital Umum Sarawak,Sarawak,41,10,12,16,3,41,0,41,0,0,0,38,1,2,3,36,2
23/9/2020,Hospital Miri,Sarawak,11,1,2,8,0,11,0,11,0,0,0,11,0,0,1,8,2
23/9/2020,Hospital Sibu,Sarawak,8,2,1,5,0,8,0,8,0,0,0,8,0,0,1,6,1
23/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),343,83,95,148,17,86,257,331,12,0,0,312,25,6,60,218,65
24/9/2020,Hospital Sultanah Nora Ismail,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/9/2020,Hospital Sultanah Aminah,Johor,54,14,13,26,1,0,54,54,0,0,0,45,9,0,18,28,8
24/9/2020,Hospital Sultanah Bahiyah,Kedah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,7,2,1,4,0,7,0,6,1,0,0,5,2,0,1,6,0
24/9/2020,Hospital Melaka,Melaka,112,23,35,51,3,8,104,112,0,0,0,56,56,0,41,59,12
24/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,19,4,3,9,3,19,0,19,0,0,0,17,2,0,2,16,1
24/9/2020,Hospital Tengku Ampuan Afzan,Pahang,53,13,20,19,1,9,44,53,0,0,0,49,4,0,22,27,4
24/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,78,19,28,31,0,10,68,78,0,0,0,55,23,0,27,46,5
24/9/2020,Hospital Seberang Jaya,Pulau Pinang,136,31,37,58,10,11,125,136,0,0,0,133,3,0,28,82,26
24/9/2020,Hospital Pulau Pinang,Pulau Pinang,78,20,15,38,5,32,46,77,1,0,0,70,7,1,20,46,12
24/9/2020,Hospital Raja Permaisuri Bainun,Perak,42,15,10,13,4,8,34,40,2,0,0,42,0,0,6,29,7
24/9/2020,Hospital Taiping,Perak,10,3,3,3,1,10,0,10,0,0,0,7,3,0,1,7,2
24/9/2020,Hospital Seri Manjung,Perak,2,0,1,1,0,2,0,2,0,0,0,2,0,0,0,2,0
24/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,77,17,24,28,8,14,63,77,0,0,0,72,5,0,8,48,21
24/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,15,3,3,7,2,15,0,15,0,0,0,15,0,0,1,13,1
24/9/2020,Hospital Queen Elizabeth II,Sabah,73,14,22,32,5,4,69,71,2,0,0,49,1,23,20,40,13
24/9/2020,Hospital Duchess Of Kent,Sabah,23,9,4,10,0,2,21,23,0,0,0,22,1,0,12,11,0
24/9/2020,Hospital Tawau,Sabah,4,1,1,2,0,4,0,3,1,0,0,4,0,0,0,4,0
24/9/2020,Hospital Umum Sarawak,Sarawak,67,17,21,22,7,21,46,67,0,0,0,64,3,0,15,46,6
24/9/2020,Hospital Miri,Sarawak,4,2,1,1,0,4,0,4,0,0,0,4,0,0,0,3,1
24/9/2020,Hospital Sibu,Sarawak,11,1,3,5,2,11,0,11,0,0,0,10,1,0,3,7,1
24/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),311,78,92,132,9,111,200,296,13,2,0,281,26,4,59,192,60
25/9/2020,Hospital Sultanah Nora Ismail,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/9/2020,Hospital Sultanah Aminah,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/9/2020,Hospital Sultanah Bahiyah,Kedah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,60,17,16,25,2,0,60,60,0,0,0,51,4,5,9,45,6
25/9/2020,Hospital Melaka,Melaka,5,0,1,3,1,5,0,5,0,0,0,3,1,1,0,5,0
25/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,16,3,6,6,1,16,0,16,0,0,0,16,0,0,0,15,1
25/9/2020,Hospital Tengku Ampuan Afzan,Pahang,6,0,3,3,0,6,0,6,0,0,0,5,1,0,1,4,1
25/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,9,3,4,2,0,9,0,9,0,0,0,9,0,0,2,6,1
25/9/2020,Hospital Seberang Jaya,Pulau Pinang,17,4,6,7,0,17,0,17,0,0,0,14,2,1,0,14,3
25/9/2020,Hospital Pulau Pinang,Pulau Pinang,24,6,4,13,1,24,0,24,0,0,0,20,4,0,2,17,5
25/9/2020,Hospital Raja Permaisuri Bainun,Perak,35,4,13,16,2,7,28,33,2,0,0,33,2,0,4,21,10
25/9/2020,Hospital Taiping,Perak,13,2,7,3,1,13,0,12,1,0,0,12,1,0,1,12,0
25/9/2020,Hospital Seri Manjung,Perak,10,4,1,5,0,10,0,10,0,0,0,8,2,0,2,7,1
25/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,38,11,9,16,2,6,32,37,1,0,0,32,5,1,7,20,11
25/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,52,15,14,21,2,0,52,52,0,0,0,34,18,0,14,29,9
25/9/2020,Hospital Queen Elizabeth II,Sabah,36,7,10,19,0,7,29,35,1,0,0,34,2,0,12,21,3
25/9/2020,Hospital Duchess Of Kent,Sabah,4,0,2,2,0,4,0,4,0,0,0,4,0,0,2,1,1
25/9/2020,Hospital Tawau,Sabah,21,5,7,8,1,3,18,21,0,0,0,21,0,0,8,11,2
25/9/2020,Hospital Umum Sarawak,Sarawak,22,5,8,8,1,22,0,22,0,0,0,21,1,0,0,21,1
25/9/2020,Hospital Miri,Sarawak,7,1,0,6,0,7,0,7,0,0,0,7,0,0,0,7,0
25/9/2020,Hospital Sibu,Sarawak,7,1,1,4,1,7,0,7,0,0,0,7,0,0,0,7,0
25/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),231,73,56,95,7,106,125,205,16,10,0,203,19,9,33,148,50
26/9/2020,Hospital Sultanah Nora Ismail,Johor,50,12,19,16,3,0,50,50,0,0,0,44,6,0,12,33,5
26/9/2020,Hospital Sultanah Aminah,Johor,68,9,21,34,4,0,68,68,0,0,0,66,2,0,15,36,17
26/9/2020,Hospital Sultanah Bahiyah,Kedah,43,8,15,18,2,0,43,43,0,0,0,38,5,0,3,31,9
26/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,37,11,16,9,1,0,37,37,0,0,0,28,7,2,9,15,13
26/9/2020,Hospital Melaka,Melaka,121,29,33,52,7,5,116,121,0,0,0,115,6,0,48,41,32
26/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,87,18,30,33,6,0,87,87,0,0,0,78,9,0,22,41,24
26/9/2020,Hospital Tengku Ampuan Afzan,Pahang,39,14,14,10,1,0,39,39,0,0,0,33,6,0,14,19,6
26/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Hospital Seberang Jaya,Pulau Pinang,22,6,6,9,1,0,22,22,0,0,0,20,2,0,9,8,5
26/9/2020,Hospital Pulau Pinang,Pulau Pinang,40,7,11,17,5,0,40,40,0,0,0,35,5,0,12,21,7
26/9/2020,Hospital Raja Permaisuri Bainun,Perak,149,38,47,54,10,0,149,149,0,0,0,127,18,4,29,91,29
26/9/2020,Hospital Taiping,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Hospital Seri Manjung,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,123,24,35,56,8,0,123,123,0,0,0,112,10,1,16,86,21
26/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,38,6,14,15,3,0,38,38,0,0,0,28,10,0,7,21,10
26/9/2020,Hospital Queen Elizabeth II,Sabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Hospital Duchess Of Kent,Sabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Hospital Tawau,Sabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Hospital Umum Sarawak,Sarawak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Hospital Miri,Sarawak,19,5,10,4,0,0,19,19,0,0,0,14,4,1,4,12,3
26/9/2020,Hospital Sibu,Sarawak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),693,169,195,298,31,150,543,674,17,2,0,616,67,10,144,427,122
27/9/2020,Hospital Sultanah Nora Ismail,Johor,54,14,21,16,3,12,42,54,0,0,0,52,2,0,17,29,8
27/9/2020,Hospital Sultanah Aminah,Johor,151,30,32,87,2,58,93,151,0,0,0,134,16,1,39,89,23
27/9/2020,Hospital Sultanah Bahiyah,Kedah,49,11,17,18,3,8,41,49,0,0,0,40,7,2,4,41,4
27/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,28,3,14,9,2,14,14,28,0,0,0,23,4,1,4,15,9
27/9/2020,Hospital Melaka,Melaka,96,22,22,47,5,0,96,96,0,0,0,90,4,2,12,66,18
27/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,82,31,18,28,5,0,82,82,0,0,0,78,4,0,12,58,12
27/9/2020,Hospital Tengku Ampuan Afzan,Pahang,46,8,15,16,7,0,46,46,0,0,0,44,1,1,12,29,5
27/9/2020,Hospital Sultan Haji Ahmad Shah,Pahang,48,12,10,25,1,0,48,48,0,0,0,48,0,0,10,28,10
27/9/2020,Hospital Seberang Jaya,Pulau Pinang,130,34,31,55,10,0,130,130,0,0,0,126,4,0,16,102,12
27/9/2020,Hospital Pulau Pinang,Pulau Pinang,258,56,85,105,12,0,258,258,0,0,0,252,6,0,21,216,21
27/9/2020,Hospital Raja Permaisuri Bainun,Perak,191,51,53,74,13,0,191,191,0,0,0,164,21,6,54,106,31
27/9/2020,Hospital Taiping,Perak,83,12,27,34,10,0,83,0,0,0,83,72,11,0,32,40,11
27/9/2020,Hospital Seri Manjung,Perak,35,5,14,13,3,0,35,35,0,0,0,27,3,5,3,23,9
27/9/2020,Hospital Tengku Ampuan Rahimah,Selangor,221,46,63,91,21,0,221,221,0,0,0,205,15,1,34,141,46
27/9/2020,Hospital Sultanah Nur Zahirah,Terengganu,54,14,14,22,4,11,43,54,0,0,0,46,8,0,11,32,11
27/9/2020,Hospital Queen Elizabeth II,Sabah,29,4,9,14,2,0,29,29,0,0,0,29,0,0,5,16,8
27/9/2020,Hospital Duchess Of Kent,Sabah,39,8,12,18,1,0,39,39,0,0,0,38,1,0,14,18,7
27/9/2020,Hospital Tawau,Sabah,3,0,2,1,0,0,3,3,0,0,0,3,0,0,1,2,0
27/9/2020,Hospital Umum Sarawak,Sarawak,137,41,34,51,11,0,137,137,0,0,0,134,3,0,13,116,8
27/9/2020,Hospital Miri,Sarawak,37,11,10,13,3,0,37,37,0,0,0,35,2,0,7,25,5
27/9/2020,Hospital Sibu,Sarawak,64,19,20,21,4,0,64,64,0,0,0,54,10,0,3,53,8
27/9/2020,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),869,212,237,384,36,131,738,869,0,0,0,783,74,12,151,526,192
28/9/2020,Hospital Sultanah Nora Ismail,Johor,13,6,4,2,1,13,0,13,0,0,0,12,1,0,1,10,2
28/9/2020,Hospital Sultanah Aminah,Johor,101,24,19,54,4,33,68,101,0,0,0,79,18,4,26,65,10
28/9/2020,Hospital Sultanah Bahiyah,Kedah,37,9,12,14,2,11,26,37,0,0,0,34,3,0,6,26,5
28/9/2020,Hospital Raja Perempuan Zainab II,Kelantan,41,12,9,15,5,18,23,41,0,0,0,33,8,0,8,22,11
28/9/2020,Hospital Melaka,Melaka,78,19,20,35,4,7,71,77,1,0,0,74,3,1,27,32,19
28/9/2020,Hospital Tuanku Jaafar,Negeri Sembilan,30,8,4,17,1,30,0,30,0,0,0,26,4,0,5,23,2
